Identifier (RIC),Company Name,Exchange Name,Market Cap,IPO Date,Ticker Symbol,Trading Symbol,"Price Close
(USD)"
TTEK.OQ,"Tetra Tech, Inc.",Nasdaq Stock Exchange Global Select Market,"9,368,665,620.52",07/01/1977,TTEK,TTEK,36.59
TTI.N,"TETRA Technologies, Inc.",New York Stock Exchange,"1,011,337,080.57",03/04/1990,TTI,TTI,6.93
TCBI.OQ,"Texas Capital Bancshares, Inc.",Nasdaq Stock Exchange Global Select Market,"4,283,964,321.26",13/08/2003,TCBI,TCBI,98.54
TXN.OQ,Texas Instruments Inc,Nasdaq Stock Exchange Global Select Market,"239,060,846,764.22",01/10/1953,TXN,TXN,261.77
TPL.N,Texas Pacific Land Corporation,New York Stock Exchange,"25,479,247,900.20",17/03/1980,TPL,TPL,369.71
TXRH.OQ,Texas Roadhouse Inc,Nasdaq Stock Exchange Global Select Market,"13,382,871,992.88",05/10/2004,TXRH,TXRH,203.88
TXT.N,Textron Inc,New York Stock Exchange,"14,328,230,055.27",22/12/1947,TXT,TXT,82.35
TFSL.OQ,TFS Financial Corp,Nasdaq Stock Exchange Global Select Market,"5,025,534,169.60",23/04/2007,TFSL,TFSL,17.92
AES.N,The AES Corporation,New York Stock Exchange,"10,508,951,019.90",26/06/1991,AES,AES,14.73
SAM.N,"The Boston Beer Company, Inc.",New York Stock Exchange,"1,909,724,326.36",21/11/1995,SAM,SAM,182.94
BCO.N,The Brink's Company,New York Stock Exchange,"4,593,467,983.68",03/01/1996,BCO,BCO,111.52
BKE.N,"The Buckle, Inc.",New York Stock Exchange,"2,275,461,543.32",08/05/1992,BKE,BKE,44.17
SCHW.N,The Charles Schwab Corporation,New York Stock Exchange,"189,172,033,754.46",22/09/1987,SCHW,SCHW,108.05
CHEF.OQ,"The Chefs' Warehouse, Inc.",Nasdaq Stock Exchange Global Select Market,"4,569,569,256.83",28/07/2011,CHEF,CHEF,112.01
CC.N,The Chemours Company,New York Stock Exchange,"2,374,874,141.10",19/06/2015,CC,CC,15.78
CI.N,The Cigna Group,New York Stock Exchange,"74,217,225,302.82",01/04/1982,CI,CI,280.87
CLX.N,The Clorox Company,New York Stock Exchange,"12,604,638,651.15",01/08/1928,CLX,CLX,104.23
COO.OQ,"The Cooper Companies, Inc.",Nasdaq Stock Exchange Global Select Market,"14,174,826,188.40",21/01/1983,COO,COO,72.68
ENSG.OQ,"The Ensign Group, Inc.",Nasdaq Stock Exchange Global Select Market,"10,527,556,053.42",12/11/2007,ENSG,ENSG,180.63
GAP.N,"The Gap, Inc.",New York Stock Exchange,"7,613,554,432.95",30/07/1976,GAP,GAP,21.15
GEO.N,"The GEO Group, Inc.",New York Stock Exchange,"4,313,173,767.68",27/07/1994,GEO,GEO,32.77
GRC.N,The Gorman-Rupp Company,New York Stock Exchange,"2,049,963,061.66",17/03/1980,GRC,GRC,77.62
HCKT.OQ,"The Hackett Group, Inc.",Nasdaq Stock Exchange Global Select Market,"273,407,824.27",28/05/1998,HCKT,HCKT,10.99
THG.N,"The Hanover Insurance Group, Inc.",New York Stock Exchange,"7,953,286,678.61",11/10/1995,THG,THG,227.66
HIG.N,"The Hartford Insurance Group, Inc.",New York Stock Exchange,"37,884,158,199.72",09/12/1985,HIG,HIG,139.86
HSY.N,The Hershey Company,New York Stock Exchange,"37,241,570,524.95",01/12/1927,HSY,HSY,185.35
HD.N,"The Home Depot, Inc.",New York Stock Exchange,"334,076,371,266.10",19/04/1984,HD,HD,334.85
SJM.N,The J. M. Smucker Company,New York Stock Exchange,"13,990,682,321.00",20/10/1965,SJM,SJM,131.84
KHC.OQ,The Kraft Heinz Company,Nasdaq Stock Exchange Global Select Market,"29,396,570,960.82",06/07/2015,KHC,KHC,24.79
MAC.N,The Macerich Company,New York Stock Exchange,"6,856,465,687.50",10/03/1994,MAC,MAC,23.92
MZTI.OQ,The Marzetti Company,Nasdaq Stock Exchange Global Select Market,"3,096,163,950.00",17/03/1980,MZTI,MZTI,113.45
MIDD.OQ,The Middleby Corporation,Nasdaq Stock Exchange Global Select Market,"5,220,467,968.56",10/08/1987,MIDD,MIDD,115.44
NYT.N,The New York Times Company,New York Stock Exchange,"11,035,022,954.12",17/03/1980,NYT,NYT,68.12
PNC.N,"The PNC Financial Services Group, Inc.",New York Stock Exchange,"97,609,547,004.89",21/10/1987,PNC,PNC,243.51
PG.N,The Procter & Gamble Company,New York Stock Exchange,"337,042,793,700.00",22/03/1950,PG,PG,143.14
PGR.N,The Progressive Corporation,New York Stock Exchange,"129,300,561,000.00",06/01/1987,PGR,PGR,217.65
TJX.N,"The TJX Companies, Inc.",New York Stock Exchange,"151,156,709,346.18",17/11/1965,TJX,TJX,134.22
TTC.N,The Toro Company,New York Stock Exchange,"9,556,283,736.90",01/01/1978,TTC,TTC,99.45
TRV.N,"The Travelers Companies, Inc.",New York Stock Exchange,"77,412,619,415.30",17/03/1980,TRV,TRV,369.33
DIS.N,The Walt Disney Company,New York Stock Exchange,"189,296,685,066.26",12/11/1957,DIS,DIS,109.63
WU.N,The Western Union Company,New York Stock Exchange,"2,264,241,402.06",20/09/2006,WU,WU,7.21
WMB.N,"The Williams Companies, Inc.",New York Stock Exchange,"91,015,891,591.52",04/12/1967,WMB,WMB,74.19
TXMD.OQ,TherapeuticsMD Inc,Nasdaq Stock Exchange Global Select Market,"26,389,545.36",31/01/2001,TXMD,TXMD,2.28
TMO.N,Thermo Fisher Scientific Inc,New York Stock Exchange,"234,312,552,611.06",27/08/1980,TMO,TMO,630.70
THO.N,"THOR Industries, Inc.",New York Stock Exchange,"4,052,666,488.05",11/01/1984,THO,THO,76.31
TDW.N,Tidewater Inc.,New York Stock Exchange,"4,418,850,875.11",22/05/1981,TDW,TDW,93.04
TLYS.N,Tillys Inc,New York Stock Exchange,"119,819,490.60",04/05/2012,TLYS,TLYS,3.84
TKR.N,Timken Co,New York Stock Exchange,"8,741,796,239.85",01/01/1922,TKR,TKR,124.54
TWI.N,Titan International Inc,New York Stock Exchange,"455,023,581.60",20/05/1993,TWI,TWI,6.99
TITN.OQ,Titan Machinery Inc,Nasdaq Stock Exchange Global Select Market,"438,314,005.80",06/12/2007,TITN,TITN,18.81
TKO.N,TKO Group Holdings Inc,New York Stock Exchange,"35,563,779,072.70",19/10/1999,TKO,TKO,184.34
TOL.N,Toll Brothers Inc,New York Stock Exchange,"13,687,090,240.00",16/07/1986,TOL,TOL,145.13
TNXP.OQ,Tonix Pharmaceuticals Holding Corp.,Nasdaq Stock Exchange Global Select Market,"233,939,967.36",29/03/2010,TNXP,TNXP,13.64
TR.N,Tootsie Roll Industries Inc,New York Stock Exchange,"3,027,081,458.46",17/03/1980,TR,TR,40.88
TYG.N,Tortoise Energy Infrastructure Corp,New York Stock Exchange,"1,101,027,995.69",25/02/2004,TYG,TYG,43.41
TPZ.N,Tortoise Power and Energy Infrastructure Fund Inc,New York Stock Exchange,"120,905,999.47",29/07/2009,TPZ,TPZ,21.48
TSEM.OQ,Tower Semiconductor Ltd.,Nasdaq Stock Exchange Global Select Market,"25,005,848,130.00",01/01/1994,TSEM,TSEM,221.23
TOWN.OQ,TowneBank,Nasdaq Stock Exchange Global Select Market,"3,469,170,930.75",05/05/1999,TOWN,TOWN,37.53
TSQ.N,Townsquare Media Inc,New York Stock Exchange,"106,655,088.15",24/07/2014,TSQ,TSQ,5.81
MITT.N,TPG Mortgage Investment Trust Inc,New York Stock Exchange,"211,175,074.00",30/06/2011,MITT,MITT,6.66
TSCO.OQ,Tractor Supply Company,Nasdaq Stock Exchange Global Select Market,"18,241,615,196.37",17/02/1994,TSCO,TSCO,35.01
TT.N,Trane Technologies PLC,New York Stock Exchange,"101,958,740,221.80",10/10/1906,TT,TT,454.31
TCI.N,Transcontinental Realty Investors Inc,New York Stock Exchange,"338,148,611.10",07/03/1985,TCI,TCI,39.40
TDG.N,TransDigm Group Incorporated,New York Stock Exchange,"66,722,082,266.50",15/03/2006,TDG,TDG,"1,186.48"
RIG.N,Transocean Ltd.,New York Stock Exchange,"6,254,528,476.00",19/12/2008,RIG,RIG,5.74
TRU.N,TransUnion,New York Stock Exchange,"16,190,200,000.00",25/06/2015,TRU,TRU,84.67
TNL.N,Travel + Leisure Co,New York Stock Exchange,"4,502,795,348.24",19/07/2006,TNL,TNL,71.69
TZOO.OQ,Travelzoo,Nasdaq Stock Exchange Global Select Market,"69,171,844.86",28/08/2002,TZOO,TZOO,6.78
TG.N,Tredegar Corp,New York Stock Exchange,"271,865,595.92",05/07/1989,TG,TG,7.66
TREX.N,"Trex Company, Inc.",New York Stock Exchange,"4,755,067,069.20",08/04/1999,TREX,TREX,46.07
TY.N,Tri-Continental Corp,New York Stock Exchange,"1,900,431,844.50",17/03/1980,TY,TY,35.59
TCBK.OQ,Trico Bancshares,Nasdaq Stock Exchange Global Select Market,"1,730,993,014.50",19/04/1993,TCBK,TCBK,54.15
TRS.OQ,TriMas Corporation,Nasdaq Stock Exchange Global Select Market,"1,439,977,262.22",18/05/2007,TRS,TRS,40.14
TRMB.OQ,Trimble Inc,Nasdaq Stock Exchange Global Select Market,"13,916,173,328.64",20/07/1990,TRMB,TRMB,59.68
TNET.N,"TriNet Group, Inc.",New York Stock Exchange,"3,231,693,555.20",27/03/2014,TNET,TNET,69.53
TRIB.OQ,Trinity Biotech PLC,Nasdaq Stock Exchange Global Select Market,"7,797,935.88",21/10/1992,TRIB,TRIB,9.59
TRN.N,Trinity Industries Inc,New York Stock Exchange,"2,351,046,531.86",22/05/1981,TRN,TRN,29.48
TRIP.OQ,"TripAdvisor, Inc.",Nasdaq Stock Exchange Global Select Market,"1,156,757,505.54",07/12/2011,TRIP,TRIP,9.87
TPVG.N,Triplepoint Venture Growth BDC Corp,New York Stock Exchange,"216,575,726.36",06/03/2014,TPVG,TPVG,5.34
TFIN.N,"Triumph Financial, Inc.",New York Stock Exchange,"1,760,549,486.16",07/11/2014,TFIN,TFIN,71.92
TROX.N,Tronox Holdings PLC,New York Stock Exchange,"873,559,158.63",18/06/2012,TROX,TROX,5.49
TBI.N,TrueBlue Inc,New York Stock Exchange,"318,143,394.80",28/10/1998,TBI,TBI,10.66
TFC.N,Truist Financial Corporation,New York Stock Exchange,"61,899,798,945.96",18/03/1980,TFC,TFC,50.30
TRST.OQ,TrustCo Bank Corp NY,Nasdaq Stock Exchange Global Select Market,"972,794,786.20",20/04/1983,TRST,TRST,57.13
TRMK.OQ,Trustmark Corporation,Nasdaq Stock Exchange Global Select Market,"2,685,183,480.48",17/03/1980,TRMK,TRMK,46.24
TEN.N,Tsakos Energy Navigation Ltd,New York Stock Exchange,"1,212,636,020.75",05/03/2002,TEN,TEN,42.09
TTEC.OQ,TTEC Holdings Inc (Texas),Nasdaq Stock Exchange Global Select Market,"68,028,397.20",01/08/1996,TTEC,TTEC,1.38
TTMI.OQ,TTM Technologies Inc,Nasdaq Stock Exchange Global Select Market,"12,820,956,748.80",21/09/2000,TTMI,TTMI,121.70
TPC.N,Tutor Perini Corporation,New York Stock Exchange,"4,651,841,163.33",22/05/1981,TPC,TPC,91.95
TWIN.OQ,Twin Disc Inc,Nasdaq Stock Exchange Global Select Market,"339,224,891.04",17/03/1980,TWIN,TWIN,23.52
TXNM.N,TXNM Energy Inc,New York Stock Exchange,"5,929,273,226.94",17/03/1980,TXNM,TXNM,57.51
TYL.N,"Tyler Technologies, Inc.",New York Stock Exchange,"14,441,819,426.10",17/03/1980,TYL,TYL,369.88
TSN.N,Tyson Foods Inc,New York Stock Exchange,"19,894,375,503.60",17/03/1980,TSN,TSN,55.35
UHAL.N,U-Haul Holding Company,New York Stock Exchange,"11,947,628,504.70",31/03/1994,UHAL,UHAL,68.41
USB.N,U.S. Bancorp,New York Stock Exchange,"97,845,630,808.80",07/05/1984,USB,USB,62.40
UI.N,Ubiquiti Inc.,New York Stock Exchange,"36,123,337,780.80",14/10/2011,UI,UI,592.85
UDR.N,"UDR, Inc.",New York Stock Exchange,"12,185,551,940.46",17/03/1980,UDR,UDR,37.08
UFPI.OQ,"UFP Industries, Inc.",Nasdaq Stock Exchange Global Select Market,"4,762,643,132.94",10/11/1993,UFPI,UFPI,86.34
UGI.N,UGI Corporation,New York Stock Exchange,"8,247,331,481.15",12/04/1905,UGI,UGI,38.23
ULTA.OQ,Ulta Beauty Inc,Nasdaq Stock Exchange Global Select Market,"23,351,363,842.09",25/10/2007,ULTA,ULTA,543.19
UCTT.OQ,Ultra Clean Holdings Inc,Nasdaq Stock Exchange Global Select Market,"3,308,845,279.32",25/03/2004,UCTT,UCTT,73.08
RARE.OQ,Ultragenyx Pharmaceutical Inc.,Nasdaq Stock Exchange Global Select Market,"2,606,689,802.12",31/01/2014,RARE,RARE,26.44
UMBF.OQ,UMB Financial Corp,Nasdaq Stock Exchange Global Select Market,"10,886,677,300.20",17/03/1980,UMBF,UMBF,143.34
UMH.N,UMH Properties Inc,New York Stock Exchange,"1,422,524,096.00",20/02/1985,UMH,UMH,16.50
UAA.N,Under Armour Inc,New York Stock Exchange,"2,185,346,251.60",18/11/2005,UAA,UAA,5.07
UFI.N,Unifi Inc,New York Stock Exchange,"140,147,895.16",17/03/1980,UFI,UFI,7.55
UNF.N,UniFirst Corporation,New York Stock Exchange,"5,207,880,140.54",24/10/1950,UNF,UNF,285.75
UNP.N,Union Pacific Corporation,New York Stock Exchange,"184,531,731,188.76",20/06/1969,UNP,UNP,307.67
QURE.OQ,uniQure N.V.,Nasdaq Stock Exchange Global Select Market,"3,534,218,691.40",05/02/2014,QURE,QURE,50.95
UIS.N,Unisys Corporation,New York Stock Exchange,"190,310,642.55",22/05/1981,UIS,UIS,2.72
UAL.OQ,"United Airlines Holdings, Inc.",Nasdaq Stock Exchange Global Select Market,"37,271,954,538.76",25/01/2006,UAL,UAL,114.83
UBSI.OQ,"United Bankshares, Inc.",Nasdaq Stock Exchange Global Select Market,"6,463,286,493.95",16/09/1970,UBSI,UBSI,47.45
UCB.N,United Community Banks Inc,New York Stock Exchange,"4,246,669,215.66",16/05/2001,UCB,UCB,35.23
UFCS.OQ,United Fire Group Inc,Nasdaq Stock Exchange Global Select Market,"1,389,378,977.95",18/03/1980,UFCS,UFCS,54.05
UNFI.N,United Natural Foods Inc,New York Stock Exchange,"2,903,708,337.20",01/11/1996,UNFI,UNFI,47.26
UPS.N,United Parcel Service Inc,New York Stock Exchange,"89,885,074,138.30",10/11/1999,UPS,UPS,105.68
PRKS.N,United Parks & Resorts Inc.,New York Stock Exchange,"1,955,570,657.17",18/04/2013,PRKS,PRKS,42.49
URI.N,"United Rentals, Inc.",New York Stock Exchange,"65,831,390,915.74",18/12/1997,URI,URI,"1,037.51"
UAMY.N,United States Antimony Corp,New York Stock Exchange,"757,327,083.04",10/02/1997,UAMY,UAMY,5.16
USLM.OQ,United States Lime & Minerals Inc,Nasdaq Stock Exchange Global Select Market,"3,387,808,786.67",17/03/1980,USLM,USLM,118.09
UTHR.OQ,United Therapeutics Corporation,Nasdaq Stock Exchange Global Select Market,"22,160,762,742.56",17/06/1999,UTHR,UTHR,516.68
UNH.N,UnitedHealth Group Inc,New York Stock Exchange,"359,944,509,595.47",17/10/1984,UNH,UNH,395.05
UNIT.OQ,Uniti Group Inc (Delaware),Nasdaq Stock Exchange Global Select Market,"2,466,087,371.60",20/04/2015,UNIT,UNIT,10.16
UTL.N,Unitil Corp,New York Stock Exchange,"981,133,061.20",07/03/1985,UTL,UTL,53.47
UVV.N,Universal Corporation,New York Stock Exchange,"1,161,799,331.62",17/03/1980,UVV,UVV,45.96
OLED.OQ,Universal Display Corp,Nasdaq Stock Exchange Global Select Market,"3,991,759,951.40",14/05/1992,OLED,OLED,86.84
UEIC.OQ,Universal Electronics Inc,Nasdaq Stock Exchange Global Select Market,"57,853,928.38",12/02/1993,UEIC,UEIC,4.49
UHT.N,Universal Health Realty Income Trust,New York Stock Exchange,"585,968,517.44",26/12/1986,UHT,UHT,41.42
UHS.N,Universal Health Services Inc,New York Stock Exchange,"10,531,365,865.35",10/07/1981,UHS,UHS,172.58
UVE.N,Universal Insurance Holdings Inc,New York Stock Exchange,"1,217,856,334.80",16/12/1992,UVE,UVE,43.37
ULH.OQ,Universal Logistics Holdings Inc,Nasdaq Stock Exchange Global Select Market,"505,470,821.85",11/02/2005,ULH,ULH,19.17
UTI.N,"Universal Technical Institute, Inc.",New York Stock Exchange,"1,218,706,509.72",17/12/2003,UTI,UTI,21.62
UVSP.OQ,Univest Financial Corp,Nasdaq Stock Exchange Global Select Market,"1,149,014,794.88",27/10/1993,UVSP,UVSP,41.66
UNM.N,Unum Group,New York Stock Exchange,"14,486,655,084.98",06/11/1986,UNM,UNM,92.45
UPBD.OQ,"Upbound Group, Inc.",Nasdaq Stock Exchange Global Select Market,"1,133,340,433.20",21/11/1983,UPBD,UPBD,19.44
UE.N,Urban Edge Properties,New York Stock Exchange,"2,707,943,795.70",05/01/2015,UE,UE,21.32
URBN.OQ,"Urban Outfitters, Inc.",Nasdaq Stock Exchange Global Select Market,"7,103,430,134.85",01/11/1993,URBN,URBN,82.95
USPH.N,US Physical Therapy Inc,New York Stock Exchange,"1,167,999,572.46",29/05/1992,USPH,USPH,79.10
TDAY.N,USA TODAY Co Inc,New York Stock Exchange,"939,634,822.40",04/02/2014,TDAY,TDAY,6.40
USNA.N,USANA Health Sciences Inc,New York Stock Exchange,"252,574,219.78",28/10/1993,USNA,USNA,14.10
UTMD.OQ,Utah Medical Products Inc,Nasdaq Stock Exchange Global Select Market,"225,700,858.02",01/12/1982,UTMD,UTMD,70.89
UTSI.OQ,UTStarcom Holdings Corp.,Nasdaq Stock Exchange Global Select Market,"21,681,263.36",03/03/2000,UTSI,UTSI,2.25
VVX.N,"V2X, Inc.",New York Stock Exchange,"2,444,937,924.00",16/09/2014,VVX,VVX,78.45
EGY.N,VAALCO Energy Inc,New York Stock Exchange,"598,541,216.82",11/09/1995,EGY,EGY,5.69
MTN.N,"Vail Resorts, Inc.",New York Stock Exchange,"5,299,417,986.72",04/02/1997,MTN,MTN,144.61
VLO.N,Valero Energy Corp,New York Stock Exchange,"100,207,394,251.83",02/01/1980,VLO,VLO,346.59
VHI.N,Valhi Inc,New York Stock Exchange,"520,543,527.34",17/03/1980,VHI,VHI,17.77
VLY.OQ,Valley National Bancorp,Nasdaq Stock Exchange Global Select Market,"7,786,207,634.34",01/12/1993,VLY,VLY,14.09
VMI.N,"Valmont Industries, Inc.",New York Stock Exchange,"9,208,031,168.84",30/08/2002,VMI,VMI,480.53
VRNS.OQ,"Varonis Systems, Inc.",Nasdaq Stock Exchange Global Select Market,"4,755,224,079.00",28/02/2014,VRNS,VRNS,41.40
VECO.OQ,Veeco Instruments Inc,Nasdaq Stock Exchange Global Select Market,"2,822,355,478.80",01/01/1994,VECO,VECO,46.17
VEEV.N,Veeva Systems Inc.,New York Stock Exchange,"39,783,986,398.81",16/10/2013,VEEV,VEEV,282.13
VTR.N,"Ventas, Inc.",New York Stock Exchange,"47,960,484,566.50",02/04/1992,VTR,VTR,92.89
VEON.OQ,VEON Ltd,Nasdaq Stock Exchange Global Select Market,"4,160,593,401.90",16/04/2010,VEON,VEON,60.42
VRA.OQ,Vera Bradley Inc,Nasdaq Stock Exchange Global Select Market,"95,268,144.20",21/10/2010,VRA,VRA,3.35
VRSN.OQ,"VeriSign, Inc.",Nasdaq Stock Exchange Global Select Market,"26,456,997,000.00",29/01/1998,VRSN,VRSN,292.99
VRSK.OQ,"Verisk Analytics, Inc.",Nasdaq Stock Exchange Global Select Market,"24,452,409,974.44",07/10/2009,VRSK,VRSK,187.87
VZ.N,Verizon Communications Inc,New York Stock Exchange,"208,528,167,388.38",15/02/1984,VZ,VZ,49.43
VRTX.OQ,Vertex Pharmaceuticals Incorporated,Nasdaq Stock Exchange Global Select Market,"138,716,629,095.96",24/07/1991,VRTX,VRTX,547.29
VFC.N,VF Corp,New York Stock Exchange,"5,460,639,177.30",19/03/1951,VFC,VFC,13.64
VSAT.OQ,Viasat Inc,Nasdaq Stock Exchange Global Select Market,"9,850,917,973.10",03/12/1996,VSAT,VSAT,71.51
VTRS.OQ,Viatris Inc.,Nasdaq Stock Exchange Global Select Market,"19,353,756,058.40",01/02/1973,VTRS,VTRS,16.85
VIAV.OQ,Viavi Solutions Inc.,Nasdaq Stock Exchange Global Select Market,"9,568,958,329.84",01/11/1993,VIAV,VIAV,38.78
VICR.OQ,Vicor Corporation,Nasdaq Stock Exchange Global Select Market,"9,093,630,752.36",16/01/1952,VICR,VICR,197.23
VLGEA.OQ,Village Super Market Inc,Nasdaq Stock Exchange Global Select Market,"646,434,282.15",16/01/1980,VLGEA,VLGEA,43.65
VIPS.N,Vipshop Holdings Limited,New York Stock Exchange,"6,762,209,203.20",23/03/2012,VIPS,VIPS,13.47
VIRT.N,Virtu Financial Inc,New York Stock Exchange,"10,202,862,922.98",16/04/2015,VIRT,VIRT,67.04
NCV.N,Virtus Convertible & Income Fund,New York Stock Exchange,"374,598,455.94",27/03/2003,NCV,NCV,16.77
NCZ.N,Virtus Convertible & Income Fund II,New York Stock Exchange,"293,806,802.72",29/07/2003,NCZ,NCZ,15.65
ACV.N,Virtus Diversified Income & Convertible Fund,New York Stock Exchange,"274,767,020.04",22/05/2015,ACV,ACV,26.43
NFJ.N,Virtus Dividend Interest & Premium Strategy Fund,New York Stock Exchange,"1,449,359,333.96",24/02/2005,NFJ,NFJ,15.54
NIE.N,Virtus Equity & Convertible Income Fund,New York Stock Exchange,"718,216,372.80",23/02/2007,NIE,NIE,26.04
VGI.N,Virtus Global Multi-Sector Income Fund,New York Stock Exchange,"82,698,717.14",24/02/2012,VGI,VGI,7.32
VRTS.N,"Virtus Investment Partners, Inc.",New York Stock Exchange,"1,107,644,902.50",13/03/1992,VRTS,VRTS,167.23
EDF.N,Virtus Stone Harbor Emerging Markets Income Fund,New York Stock Exchange,"166,018,784.28",23/12/2010,EDF,EDF,5.16
ZTR.N,Virtus Total Return Fund Inc,New York Stock Exchange,"342,956,116.58",23/09/1988,ZTR,ZTR,6.85
V.N,Visa Inc.,New York Stock Exchange,"716,759,443,114.00",25/03/2008,V,V,379.66
VSH.N,Vishay Intertechnology Inc,New York Stock Exchange,"4,702,605,260.22",28/02/1973,VSH,VSH,31.74
VPG.N,"Vishay Precision Group, Inc.",New York Stock Exchange,"853,306,745.80",23/06/2010,VPG,VPG,66.22
VISN.OQ,Vistance Networks Inc,Nasdaq Stock Exchange Global Select Market,"2,548,421,852.60",25/10/2013,VISN,VISN,11.05
VC.OQ,Visteon Corporation,Nasdaq Stock Exchange Global Select Market,"2,768,049,033.01",08/01/2011,VC,VC,103.69
VMRK.N,Vivmark Residential,New York Stock Exchange,"51,711,658,589.60",12/08/1993,VMRK,VMRK,65.50
VNET.OQ,"VNET Group, Inc.",Nasdaq Stock Exchange Global Select Market,"1,876,117,927.37",21/04/2011,VNET,VNET,6.59
VOC.N,VOC Energy Trust,New York Stock Exchange,"55,080,000.00",05/05/2011,VOC,VOC,3.27
VNO.N,Vornado Realty Trust,New York Stock Exchange,"7,272,764,682.45",31/01/1962,VNO,VNO,38.72
IAE.N,Voya Asia Pacific High Dividend Equity Income Fund,New York Stock Exchange,"95,784,409.82",28/03/2007,IAE,IAE,8.91
IHD.N,Voya Emerging Markets High Dividend Equity Fund,New York Stock Exchange,"135,147,260.82",27/04/2011,IHD,IHD,7.62
VOYA.N,"Voya Financial, Inc.",New York Stock Exchange,"9,199,153,277.46",05/02/2013,VOYA,VOYA,101.16
IGA.N,Voya Global Advantage and Premium Opportunity Fund,New York Stock Exchange,"162,158,513.44",27/10/2005,IGA,IGA,10.57
IGD.N,Voya Global Equity Dividend and Premium Opportunity Fund,New York Stock Exchange,"519,743,507.26",29/03/2005,IGD,IGD,6.59
IDE.N,Voya Infrastructure Industrials and Materials Fund,New York Stock Exchange,"201,427,492.80",27/01/2010,IDE,IDE,13.29
VYGR.OQ,"Voyager Therapeutics, Inc.",Nasdaq Stock Exchange Global Select Market,"213,198,100.08",11/11/2015,VYGR,VYGR,3.46
VSEC.OQ,VSE Corp,Nasdaq Stock Exchange Global Select Market,"6,367,942,146.80",22/10/1982,VSEC,VSEC,226.90
VIP.OQ,Vulcan Infrastructure and Power Inc,Nasdaq Stock Exchange Global Select Market,"32,805,225.56",19/07/2000,VIP,VIP,1.78
VMC.N,Vulcan Materials Co,New York Stock Exchange,"35,470,884,013.86",02/01/1957,VMC,VMC,273.85
WTI.N,"W&T Offshore, Inc.",New York Stock Exchange,"538,866,338.64",28/01/2005,WTI,WTI,3.66
WPC.N,W. P. Carey Inc.,New York Stock Exchange,"16,209,170,940.85",21/01/1998,WPC,WPC,70.38
WRB.N,W. R. Berkley Corporation,New York Stock Exchange,"25,492,194,416.43",19/10/1973,WRB,WRB,68.34
WNC.N,Wabash National Corporation,New York Stock Exchange,"509,622,034.23",08/11/1991,WNC,WNC,13.22
WAFD.OQ,WaFd Inc,Nasdaq Stock Exchange Global Select Market,"2,680,107,520.36",09/11/1982,WAFD,WAFD,36.22
WD.N,Walker & Dunlop Inc,New York Stock Exchange,"1,382,984,266.05",15/12/2010,WD,WD,40.28
WMT.OQ,Walmart Inc,Nasdaq Stock Exchange Global Select Market,"830,345,979,032.70",25/08/1972,WMT,WMT,104.34
WBD.OQ,"Warner Bros. Discovery, Inc.",Nasdaq Stock Exchange Global Select Market,"72,182,720,277.50",06/07/2005,WBD,WBD,28.75
WASH.OQ,Washington Trust Bancorp Inc,Nasdaq Stock Exchange Global Select Market,"757,822,773.33",08/06/1987,WASH,WASH,39.73
WM.N,Waste Management Inc,New York Stock Exchange,"88,432,987,308.16",22/06/1988,WM,WM,217.76
WAT.N,Waters Corp,New York Stock Exchange,"40,691,420,132.87",17/11/1995,WAT,WAT,421.26
